Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary
865,B000VKYKTG,A32OZFDUK07WLV,"R. G. Pickering ""ritapick""",1,1,4,1280534400,Delicious
866,B000VKYKTG,A1WX42M589VAMQ,Mir,1,1,5,1278288000,"Fun ""popping-crispy"" sticks dipped in chocolate, special treat for manga fans, but find local or wait till fall"
867,B000VKYKTG,A3EGP5QU70NRKA,S. Srinivasan,1,1,5,1251936000,Yummy
868,B000VKYKTG,A3LRR63WLQ3N3O,YOToyo,0,0,2,1351123200,Doesn't taste as it should
869,B000VKYKTG,A35MKC4WRQ8M8F,Grael,0,0,5,1346716800,Pocky!!
870,B000VKYKTG,A1C1Y0S6QPBM4W,R. Dzuris,0,0,5,1231286400,Great Buy
871,B000VKYKTG,A11VPI6WLMQ2ZQ,"Lee A. Vercoe ""TangSooPap""",0,0,5,1199059200,Good stuff
872,B000VKYKTG,A9T4HGTPSJ27N,Rolland M. Favre,1,2,2,1277596800,Pocky sticks together
873,B000HDMUQ2,A1I985U2CK6R97,"Steve B ""Steve""",7,8,1,1276646400,Really wanted to like these...
874,B000HDMUQ2,A2E3WMF9RWW2X2,K. Duvall,3,3,5,1225670400,"Good berry flavor, excellent price."
875,B000HDMUQ2,AJY5Y3SHROG5C,A. Grillet,3,3,2,1215561600,The chocolate ones are much better
876,B000HDMUQ2,AJW40ZXGT8ITY,K. ULLRICH,2,2,1,1293753600,Something has changed
877,B000HDMUQ2,AGC3K4KSI67RI,Joanne Macek,2,2,5,1184544000,Good berry flavor
878,B000HDMUQ2,A30NECNFHHBT3H,lp,0,0,4,1340236800,great taste But size it smaller
879,B000HDMUQ2,A1TCNR6ULOEDOQ,Nursebabe,0,0,2,1329782400,"Cheaper Ingredients, Lowered Quality"
880,B000HDMUQ2,A3SM576V5911MB,M. Tempel,0,0,1,1325030400,Not a Fan
881,B000HDMUQ2,A3223MR0RBJG6H,"AlmondJoy ""almondjoy""",0,0,4,1317254400,Perfect Size
882,B000HDMUQ2,A1Y1L56592H2ZX,Kimmy in Valencia,0,0,4,1314057600,Pretty good overall
883,B000HDMUQ2,A3NH41GQPFMGQS,"Kimberly A. Shuber ""Kimshu""",0,0,5,1291420800,My child LOVES them!
884,B000HDMUQ2,A2D293ADQ5HCLF,Blish,0,0,4,1274832000,small but good
885,B000HDMUQ2,A17Q17AR5GN2SH,S. Hartman,0,0,5,1268611200,You can't go wrong
886,B000HDMUQ2,A3W4RLOQQ2R4RT,"Courtney Aie ""Court ;)""",0,0,4,1268352000,"Yummy, but small..."
887,B000HDMUQ2,A2AV6EYCQ5OA30,grandMOM,0,0,3,1267142400,Be Very Berry Wary.
888,B000HDMUQ2,AR37BG23UFBF6,"Cheryl Walser ""cello jello""",0,0,5,1242691200,Highly recomended!
889,B000HDMUQ2,A2EZOWS34XH567,"Koehler ""bonnierabbit""",0,0,5,1235692800,Very Berry Snack Bars
890,B000HDMUQ2,ACSALMTTUS776,Best Busy Boys,0,0,4,1216166400,Great snack
891,B000HDMUQ2,A1XKHPDL7JJBK5,"Pamela Garland ""celiac""",0,0,5,1206835200,Great bars for gluten-free diets!
892,B000HDMUQ2,A1B1QMGK8VYG80,Dan Seidman,1,3,1,1308787200,ABSOLUTELY VILE!!!
893,B0041QIHC2,A2KHRJZDOQUK4Y,Andrew C,0,0,5,1326153600,Fantastic Coffee!!  Best I've ever had
894,B0041QIHC2,AK09TO4RIP6IR,Kristen Alexander,0,0,5,1284681600,Strictly the Best!
895,B0041QIHC2,A3L9WUD9W8TAFT,Julie Sisk,1,2,5,1284595200,Best Coffee!
896,B001ELL9XG,A2W9I628I6SE1U,"Kort ""Art, Music, Book & Movie Enthusiast""",0,0,4,1288310400,Beautiful presentation ...and a pretty good tea too!
897,B001ELL9XG,AOQT2JCYZ1UWP,C. Murphy,0,0,2,1201392000,Break Easily
898,B001ELL9XG,A2U4N0SDPQQ884,Cecilia,0,0,4,1198886400,Wonderful Tea!
899,B002DXZI40,AYZZSRYAIXNOS,"I Heart Amazon ""I heart Shopping""",0,0,5,1296432000,I can't take the smell
900,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,8,8,3,1248912000,"Our twins love this one. With the subscription, the price is fair"
901,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,6,6,4,1255651200,Dessert to Them.  But is it Nutritional Enough?
902,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,5,5,3,1255651200,Repeated deliveries of broken jars.  Great product though
903,B000ER6YO0,A6LAMY7Z10BBJ,Amazon Shopper,4,4,4,1286928000,"Good flavor, too runny though"
904,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,3,3,3,1255651200,12% Protein and 50% Vitamin A
905,B000ER6YO0,A1K4TZD6TPLKOC,Lisa Schaal Robinson,1,1,5,1337731200,Baby Lilly says 2 thumbs up!
906,B000ER6YO0,ABO66JJKQBGID,Brianne,1,1,5,1324252800,Earth's Best Rice & Lentil dinner
907,B000ER6YO0,A1UTKYFGM2ITLU,B. Citron,1,1,1,1321142400,Plastic in the food!
908,B000ER6YO0,AWBKE3QTB3BWX,Nessie,1,1,4,1315958400,My baby's favorite 2nd stage food so far and great for constipation!
909,B000ER6YO0,ACM3Z9NLSE8S9,Tracy,1,1,5,1314835200,Sons Favorite Dinner!!!
910,B000ER6YO0,A7INGAHQIWQ1,Samylee00,1,1,5,1306972800,No Issues
911,B000ER6YO0,A3TUTIAVU7Q2E2,AV,1,1,3,1302307200,Too thin
912,B000ER6YO0,A3MA4VWLFOCJ41,ARMorris,1,1,5,1289865600,A great place to start
913,B000ER6YO0,A26L4JZZ9C1GT5,Alison Denton Jones,1,1,4,1287964800,good for you but not best flavor
914,B000ER6YO0,AOIW6NFHHPT78,"Sarathetis ""Sarathetis""",1,1,5,1284336000,A favorite!
915,B000ER6YO0,AB0BXP1IKDBIA,TreGemellini,1,1,1,1278892800,Runny and odd-tasting
916,B000ER6YO0,AH5GCNH82ZU0C,"*~*~*Valley*~*~* ""Val""",1,1,3,1277337600,Too runny...
917,B000ER6YO0,A3T7LFZQGL24A5,JuliaB,0,0,4,1350259200,"Great taste for a picky baby, but very thin compared to others"
918,B000ER6YO0,AYAU6OMJ81Q7Z,Happinesslikeabutterfly,0,0,5,1348012800,Great stuff
919,B000ER6YO0,AXKXFB6C9Z9BH,JFMile,0,0,5,1346803200,Son loves it
920,B000ER6YO0,A1KB35ZYR2Z9RL,Ellen123,0,0,5,1341532800,Love it
921,B000ER6YO0,A1ERHEVGUWLRBB,Aviva Chil,0,0,1,1341360000,FOUND SHREDDED PLASTIC IN THE BABY FOOD!!!!
922,B000ER6YO0,A39YEZ676YGFI7,"Jill Boileau ""Jill Boileau""",0,0,5,1337212800,My son loves it!
923,B000ER6YO0,A3SFS8R1T6JJM9,PolyOWannaCracker,0,0,3,1318032000,Meh.  My daughter eats most everything else... this isn't her thing.
924,B000ER6YO0,AWBKE3QTB3BWX,Nessie,0,0,3,1315958400,Not as yummy as Earth's Best's other flavors
925,B000ER6YO0,ACM3Z9NLSE8S9,Tracy,0,0,5,1314835200,Son's 2nd Favorite Dish
926,B000ER6YO0,AKSSGVF9DMJDU,"Gretchen Rowley ""Gretchen Rowley""",0,0,1,1299542400,Had to toss 9 out of 12 jars
927,B000ER6YO0,A2F0WNTW3QQZYS,Ruth,0,0,5,1298505600,One of our favorites
928,B000ER6YO0,A2NQKBC54RAZL5,Keribeth,0,0,4,1297296000,Our Baby Likes it
929,B000ER6YO0,A2NQKBC54RAZL5,Keribeth,0,0,5,1297296000,Our Baby's Favorite Dinner
930,B000ER6YO0,A11LJJL1SOH6W0,"Sarah Ross ""Mamasaurus Rex""",0,0,4,1296259200,My daughter's favorite jarred food
931,B000ER6YO0,A2UY1O1FBGKIE6,"U. Kane ""UBK""",0,0,5,1293840000,yum
932,B000ER6YO0,A11UPZ6LI1UJZY,Pono,0,0,5,1293580800,the only jarred baby food my son ate
933,B000ER6YO0,A88OW6BJKW3Q3,"Amazon PrimeTime ""Brandi""",0,0,3,1291248000,A little more watery than other 2nd foods for EB
934,B000ER6YO0,A3NXCL9NJTL3TF,Target Shopaholic,0,0,5,1286496000,50 calories of yumminess
935,B000ER6YO0,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",0,0,5,1270425600,Organic and tasty.
936,B000ER6YO0,A13EBBWOMC0FUI,"Sherean Malekzadeh ""Sherean""",0,0,5,1263168000,One of my son's favorites
937,B000ER6YO0,A3HI6N7GG4B2SW,K. Weaver,0,0,5,1262649600,Great
938,B000ER6YO0,A34AHOC0OXMR2K,"T. Hunter ""T. Hunter""",0,0,5,1257897600,They make the best baby food.
939,B000ER6YO0,A2RERXI7RH3CIA,Rebecca P. Baron,0,0,5,1249344000,A favorite
940,B000ER6YO0,AP8QHMD5LS6KF,"Rochelle J. Flinn ""Rochelle Flinn""",0,0,5,1246838400,Geat Product
941,B000ER6YO0,A1ESDLEDR9Y0JX,A. Spencer,1,2,1,1310256000,the garbanzo beans in it give horrible gas
942,B000ER6YO0,A2KTFTRTY0ONWF,CarlaVeg,1,2,2,1294531200,Baby didn't like it
943,B000ER6YO0,A62UHEAJJE7E,A. Peckinpaugh,1,2,5,1240704000,My baby's favorite dinner
944,B000ER6YO0,A2U138G3VKRZSL,"Art ""NYC guy""",0,1,1,1312675200,"Baby loves it, but there is plastic in it"
945,B000ER6YO0,A6LAMY7Z10BBJ,Amazon Shopper,0,1,5,1286928000,Baby likes this one
946,B000ER6YO0,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",0,1,5,1270425600,Organic and Tasty
947,B000ER6YO0,A16XMNOX8N0DOQ,Momjules,1,3,4,1319760000,My baby liked it
948,B000ER6YO0,A20DF2DTZYI8TQ,H Harkins,0,2,1,1302048000,moms (and dads) beware of plastic in the food
949,B003KDCJYY,APP2IYVGIG5S1,Jazz Man,0,0,4,1344124800,Allday Energy
950,B000MTIYF2,A3MYS4YDU2QXCP,D. Lee,0,0,5,1175558400,The best!
951,B002E0RIHM,A349HIGB6SOU8K,M. C. Young,1,1,4,1264118400,Tasty Fruit
952,B002E0RIHM,A2AOA8DG9W8YFD,"Dharana St James ""dharana fantasy""",1,1,5,1264032000,Beautiful fresh and it came easrly!v Yey!!
953,B002E0RIHM,A2RUIW6J2R3QEI,Scott Huber,1,1,5,1261440000,"Fresh Fruit, Dark Chocolate"
954,B000S806VM,A3QYHVYQLU8MJC,Patti Henson,4,4,5,1276128000,Sassafras Tea Bags
955,B000S806VM,A2HF72GRWTRW35,"James H. Walder ""Jim Walder""",3,3,4,1299196800,sassafrass tea
956,B000S806VM,AIR7BNZFT751N,Paul K. Williams,2,2,4,1251849600,Good tasten tea.
957,B000S806VM,ATWQP9EU3V9V7,Melissa M. Mertz,1,1,5,1326585600,hard to find tea
958,B000S806VM,A3MMB5RKFP57N1,J. Kelly,1,1,5,1306195200,Better Taste Than I Expected
959,B000S806VM,AL4M4T6T3JHY3,candiceemoe,2,3,5,1327881600,lovely!
960,B000S806VM,A3FIUP4KF49FOH,K,0,0,1,1347926400,K
961,B000S806VM,A2DN52HYY0X7XM,kimmi,0,0,5,1338336000,Great product.
962,B000S806VM,A3UX4TYSZJBJ3R,LuLu,0,0,2,1335398400,Sass Tea
963,B000S806VM,A3S4IWXSZCN9N7,"Janise ""Amazon shopper""",1,4,2,1246665600,The most awful taste
964,B000YT5DBS,ANMPK1PSQDQ2L,"Bob M. ""Bob""",1,2,2,1249171200,"These are good, but ..."
965,B005NEXK6Y,A33B2PH7Y4WC6,reviewer777,0,0,5,1350345600,Great product!
966,B005NEXK6Y,A737WEUQM1K1H,MaC,0,0,3,1346976000,Great Paste BUT Way Overpriced like 3x more
967,B005NEXK6Y,A263ZEDYD50VAT,sbmiller,0,0,5,1327968000,so easy to use
968,B00448SNSA,A2VTNMSQLKUPFA,innocent_sweetiepie,0,0,1,1344729600,OMG DO NOT BUY!!!
969,B0002XIB2Y,A3NV17B17PFB7G,Susan,3,3,5,1228176000,WONDERFUL gravy!
970,B0002XIB2Y,A1O3WOX0KBBV3W,MATHEW Geib,1,1,5,1260057600,YEEEEE HAWWW!
971,B0002XIB2Y,A2DRQBOGCTC5HP,"TL ""TerryLea""",2,3,5,1191715200,Best white gravy !
972,B0002XIB2Y,A1891H0TIXLDXA,Donald M. Bridges,1,2,5,1250294400,Pioneer Gravy is GREAT!
973,B000F0G75W,A3QOSBTILZ84HY,"Junie ""finaj""",0,0,5,1173312000,Eco sugar
974,B001EQ4DVQ,AHMCLSA49GPHK,David Boston,7,7,5,1265673600,More expensive online
975,B001EQ4DVQ,AXZTWAX77RHPG,William Strickler,3,3,4,1194998400,Very Convenient and far better than instant coffee
976,B001EQ4DVQ,A3RB2ZB2KGRZVE,"Jacki Gunter ""good movie or book lover""",1,1,5,1243728000,No-Pot Fresh Coffee
977,B001EQ4DVQ,A37FCSX7K7GEFT,K. Li,1,1,4,1182038400,Simple. Convenient
978,B001EQ4DVQ,A680RUE1FDO8B,Jerry Saperstein,0,0,5,1259452800,Brews an excellent cup of coffee quickly and easily
979,B001EQ4DVQ,A23Q6TN6OK1U51,"T.Kriel ""World Traveller & Mother of 4""",0,0,5,1253750400,Very Convenient
980,B001EQ4DVQ,A38FWXBFJX210N,Terri,0,0,5,1252713600,Great taste
981,B001EQ4DVQ,A1AMCR6ISCN2Z6,"William C. Diemer ""wcd53""",0,0,5,1181606400,DELISH!!!!
982,B004DTNJU2,A1C3LSDRPLFZ62,Hank Schwartz,3,3,5,1297814400,new to rooibos tea
983,B004DTNJU2,A4D9AIUP1NNIY,HotRod,0,0,5,1341705600,Tasted better than loose leaf rooibos
984,B004DTNJU2,A1YQORA01YBBLS,MD_JD,0,0,5,1325635200,Best matcha quality and price
985,B00473OV2E,A7HKP7RBH88IU,Dick Dipuccio,0,0,5,1330992000,The Best
986,B00473OV2E,A13KWQGEI9MHG0,Book Dame,0,0,5,1307577600,"Moore's Marinade, Gluten, low sodium and MSG Free!"
987,B0048IACB2,A16UWS8G26PDN8,Peter J. Koulikourdis,0,0,5,1309737600,Great Tasting Diet Tea with all Natural Ingredients
988,B006F2NYI2,A36GDATSF85X7W,Matt Waz,2,2,5,1326499200,Awesome Sauce
989,B006F2NYI2,A36WE3X9G0DZUZ,Gale P,2,2,5,1324339200,love this hot sauce
990,B006F2NYI2,A2ZP8BJR5PYLG7,sparrow,2,2,5,1324252800,Great hot sauce!
991,B006F2NYI2,AFN9QJ7IE89N4,C Bonner,2,2,5,1323993600,Love This Stuff
992,B006F2NYI2,AN85IOOEI9IYB,Jdub,2,2,5,1323734400,Best sauce around
993,B006F2NYI2,AHSURYHM6ZZXC,nuttmeg,2,2,5,1323734400,Tasty hot sauce!
994,B006F2NYI2,A1KFUVZ3BZ59R1,merplinger,2,2,5,1323734400,Best all around hot sauce
995,B006F2NYI2,A1T5CH6SHV989P,a biemold,2,2,5,1323734400,best hot sauce around
996,B006F2NYI2,A1D3F6UI1RTXO0,Swopes,1,1,5,1331856000,Hot & Flavorful
997,B006F2NYI2,AF50D40Y85TV3,Mike A.,1,1,5,1328140800,Great Hot Sauce and people who run it!
998,B006F2NYI2,A3G313KLWDG3PW,kefka82,1,1,5,1324252800,this sauce is the shiznit
999,B006F2NYI2,A3NIDDT7E7JIFW,V. B. Brookshaw,1,2,1,1336089600,Not Hot
1000,B006F2NYI2,A132DJVI37RB4X,Scottdrum,2,5,2,1332374400,"Not hot, not habanero"
1001,B004A8VV42,AO2ZY713W85C7,mendiy,2,2,5,1296172800,best babka
1002,B002XG21MO,A1UHRRM3U7T1KR,"Cassie L ""Cassie""",1,1,4,1301529600,My dog loves these but....
1003,B002XG21MO,A2OPG8EOB026ME,jrsheltonheon,1,1,5,1293321600,She loves them...
1004,B002XG21MO,A19DSLQN7O8UF7,Pam,0,0,3,1313366400,Not healthy but they taste good
1005,B002XG21MO,A1N5SXOJUJGI6A,"Orphie Street ""Wildlife Photog (Hobbyist)""",0,0,5,1309910400,My dog loves these!!!!
1006,B002XG21MO,A2M4EZS28WRWTA,"Charlie's Angel ""C.K.""",0,0,5,1306022400,The Puppy Dogs Love Them!
1007,B002XG21MO,A1TQQQAYEDEY6B,Chris,0,0,5,1304985600,A great price!
1008,B006GK4XVA,A3MDETK0D5UAIN,"xoxo ""woodfairy""",0,0,3,1349308800,Smells like roses but no safety or freshness seal.
1009,B0049UVNYY,A2RZFAXI5Y7NLT,"jennifer ""ghost""",0,0,3,1326240000,delicious truffle goodness!
1010,B0062KYM9C,A1N07AUA3B1NUU,Alfred,0,0,2,1336780800,a little too sweet
1011,B0002MKFEM,A3QLX72AO0DD5Z,Carlito Picache,1,2,5,1226361600,Way too salty
1012,B0040TPNO0,A3KT9194WQLNLY,A. America,0,0,5,1299024000,Warm and Wonderful
1013,B0048IK8UC,A39TEF7LX44K7Q,D. Van Horn,1,1,1,1329177600,Not good
1014,B000LRG11O,ABFCYFL69Y41H,Sam Luis Obispo,0,0,5,1325721600,BEst stuff ever
1015,B001E6KBSK,AUJLWV0FMI5V6,"Booklover ""booklover""",5,6,5,1244505600,An ideal breakfast
1016,B001E6KBSK,A26Y64M23OISTO,D. Boucher,3,4,5,1283126400,"Love, Love, Love my Mueslix!!"
1017,B001E6KBSK,A3UZ3WQO1TQ99W,SirWired,7,10,2,1303948800,Nothing like actual Muesli
1018,B001E6KBSK,A16YA8CBBX9CTN,"Nedrum ""nedrum""",4,6,2,1301356800,Contains trans fat and high fructose corn syrup
1019,B001E6KBSK,ATIMPESKY25N5,STAN M.,0,0,5,1345939200,SUPERIOR HARD-TO-FIND PRODUCT
1020,B001E6KBSK,A1OC93L36EHWWJ,The Loon,0,0,5,1342569600,cereal
1021,B001E6KBSK,A1CLBQQ7A77FSI,LINDA K. RINGLE,2,4,5,1287100800,"This is good, but bring back ""Just Right"" cereal"
1022,B001E6KBSK,A1J2FKMZPW32HV,Goodwin Deacon,0,1,5,1315094400,Favorite cereal
1023,B001E6KBSK,A1W5FYWEWDH25R,J.FELICIANO,0,1,5,1314316800,AWESOME CEREAL
1024,B001E6KBSK,A1JNAVLBMYJHAZ,Kns Office Queen,0,1,5,1312848000,Kellogg's Mueslix
1025,B001E6KBSK,A1H0W7S2H5HC04,North Gate Outlander,0,1,5,1304985600,overall A+
1026,B001E6KBSK,A1V1EP514B5H7Y,asiana,0,1,5,1304467200,Wonderful for breakfast AND snacks!
1027,B001E6KBSK,A309Z6S89J718F,CL,0,1,5,1303689600,Great Cereal
1028,B001E6KBSK,A3R8V9EGMG9PXK,Joyce,0,1,5,1303084800,LOVE Mueslix
1029,B001E6KBSK,A15KWUBMC2Y0MF,Ken Friedman,0,1,5,1278288000,Best cereal I have ever eaten!
1030,B001E6KBSK,A29N1H1N0DSOBU,Nancy E. Ankrom,1,3,5,1263686400,Hard to find cereal found!
1031,B001E6KBSK,A23YE95SVEUYZL,A. Zirilli,1,3,5,1259625600,Great Taste - Healthy Cereal
1032,B001E6KBSK,AYWAGB8DM3DS8,Nick L. Flores,1,3,5,1244505600,Kelloggs Muselix are GREAT
1033,B001E6KBSK,A2RURLGD61WYSS,GaryO,0,2,5,1326067200,Mueslix Cereal
1034,B001E6KBSK,A183KZ8DOY7EJ3,Thomas L. Nicodemus,0,2,5,1325894400,"Great mix of fruit, nuts, and whole grain"
1035,B001E6KBSK,AAN998J28WIWP,Sherryd,0,2,5,1320969600,Not in grocery stores
1036,B001E6KBSK,A2CH71BG8TO5NN,husband favorite treat,0,2,5,1316995200,yummy for ur tummy
1037,B001E6KBSK,AUCMFAJOBT5CK,Mom's ceral,0,2,5,1314921600,My Mom's favorite ceral
1038,B001E6KBSK,A3IANUVB302MPN,Laurent,0,2,4,1313020800,Finally
1039,B001E6KBSK,A2J1EGNKT7I82I,LLK,0,2,5,1304899200,Kellogg's Mueslix Cereal
1040,B001E6KBSK,A23YPRZKGGP3QI,"Steve McDaniel ""stevemcdaniel""",1,4,3,1298073600,Cereal is great.  Price is awful.
1041,B001E6KBSK,A2HOBQ1UZ2QTSA,"Mike ""stargaazor""",5,11,1,1318723200,Buyer Beware!This product contains High Fructose Corn Syrup!
1042,B001E6KBSK,A1O8BS2HKE5Y0O,"K. Benoit ""K B""",0,3,5,1327449600,Love It
1043,B0017SRF52,A1FQ1WQDYAGU77,"Jason Walker ""Jason Walker""",0,0,5,1265068800,Great Stuff
1044,B001HTKS1Y,A2ELDBHEORXNWA,Maude,0,0,5,1337126400,Delicate Asian salad dressing...
1045,B001HTKS1Y,A27XY8WKDALB34,KimWin999,0,0,5,1309996800,Totally a great balance in flavors I expect from an Asian dressing!
1046,B001HTKS1Y,A1HDZQLR9Y5X2A,BB,0,2,3,1262044800,somewhat sweet
1047,B000FL08PG,A4ZRAZF766WPQ,cw,0,0,1,1351036800,coffee beans
1048,B000FL08PG,A2SPYTCUM93BPO,"P. Nelson ""¡Saludos!  Spanish for everyone - ...",1,3,5,1267920000,Jeremiah's Pick:  great coffee
1049,B0018AMWES,A3T8J8FZ6R8B3W,Hannah,4,4,4,1300060800,Good product - better price elsewhere
1050,B0018AMWES,A1286MWY9ZAMDN,Ken,0,0,1,1344038400,Yuk!
1051,B0018AMWES,A1818NWEJP4RND,MommyInTx4deals,0,0,5,1334102400,Great color
1052,B001TZSDJK,A2CC7AFBJJVLZ4,"M. Marill ""Mac""",8,8,5,1282953600,Totally Fantastic
1053,B001TZSDJK,A1JOEJLEL2KJE2,Amy_C,8,12,2,1327536000,Have not tried product.... however...
1054,B000CQG862,A3HXPEOW4KN19,Dawn Marakby,2,2,5,1158278400,Best Tea EVER!!
1055,B000CQG862,A35HLZTYAWX5G1,Heels,0,0,5,1226361600,Favorite Tea
1056,B000CQG862,AGV2SUHV9P47T,M. Power,0,0,5,1163376000,Makes everything better
1057,B001SAX7Z6,A2R81O3QF8BXI7,"ec ""marathon mommy""",0,0,5,1279411200,Great fat free and spicy!!!
1058,B000XB80CG,A34UKAOKNIDCWZ,JJ,0,0,3,1319155200,Not exactly as described
1059,B001GCVLXG,A3SH3ZVXS16IBL,Jeff Jones,3,3,2,1314576000,Crumbled cookies are no fun to eat
1060,B001GCVLXG,A1G51N43M000F7,deborahrc,1,1,5,1235520000,Heavenly!
1061,B001GCVLXG,A1OR3IQK8AB72I,Kathleen A. Erbes-Mrsny,0,0,5,1335052800,Nicely packaged for a serving
1062,B001GCVLXG,A21V8AYNDN7TNK,Jetz45,0,0,5,1250467200,Yummy!
1063,B001GCVLXG,AXA2AK79YLGEN,ladypen,3,5,1,1284163200,cookies were in crumbles
1064,B001GCVLXG,A3C8ARJQBVVS30,babycat,1,2,5,1306108800,WONDERFUL COOKIES
1065,B0017ZBPTW,A1TIVD0Y3KJSCN,"lawyerwhocooks ""lawyerwhocooks""",3,3,5,1245715200,Worth the cost due to the unique flavor - my favorite sugar!
1066,B0017ZBPTW,A2E2YEN2AYNHPG,HM-Chicago-KG,0,0,5,1347840000,Best Brown Sugar Cubes
1067,B0017ZBPTW,A1YLU9NT0Q9H1V,MJC,0,0,4,1347580800,Perfect for Espresso
1068,B0017ZBPTW,ALYF3U1ERAREB,Dan,0,0,3,1294876800,Too pricey
1069,B001QXUTLU,A39YLXXQHWKFTQ,Serenity,1,1,5,1342656000,"Superior product, GMO Free"
1070,B001QXUTLU,AHVASC86C9VPS,One Tree in the Forest,5,11,1,1329955200,THIS IS NOT THE PRODUCT THAT I RECEIVED. THE ACTUAL PRODUCT MAY CARRY HEALTH RISKS FOR SOME COMSUMERS..
1071,B004XDMS3C,A2YVSVBU5YZNQT,"Denise L. Gray ""dgray""",1,2,1,1339545600,melted!!!
1072,B0043PU4VS,A5NZUU4AUOWZH,S. L. Endy,0,0,5,1346803200,Very Potent.
1073,B001GE3T1G,A3SIOSO6LTWCVE,Calligen Nox,7,7,5,1266537600,"Hands Down, Best Mint EVER."
1074,B001GE3T1G,A2DQQUEPK53ORW,handicapped shopper,1,1,5,1317600000,The BEST mint
1075,B001GE3T1G,A2J8GOBY9PV8WG,Andrei G. Birsan,1,1,5,1282608000,delicious
1076,B001GE3T1G,A3Q63ZZGUICVFW,Charlene Sonnenborn,0,0,5,1351123200,Impossible to Find!
1077,B0035Q0N0I,A3HPCRD9RX351S,Spudman,2,2,4,1298160000,Great Ingredients
1078,B0028PDGQA,A2C7PEKUF924NX,JuneTex,0,0,5,1338163200,Great price-great quality.
1079,B0028PDGQA,AEJGD0907C1TJ,N. Smith,0,0,5,1316044800,Good perker-upper
1080,B0028PDGQA,A2DHG1HP5MCGMI,Jennie Kirkpatrick,0,0,5,1292803200,Excellent green tea!
1081,B0028PDGQA,A1Y3B0IGSIJS7E,"Anthony Loffredo ""Milliemouse""",0,0,5,1262476800,Enjoyable Green Tea
1082,B0028PDGQA,A1MPZHCGA5OX6B,V. Kocan,0,0,5,1251849600,Excellent
1083,B003UY9GTE,A2R6RA8FRBS608,Matthew G. Sherwin,2,2,5,1306540800,an excellent alternative to regular Gatorade
1084,B006WVH7NE,A2EJ75UB35C0UL,grandma,0,0,1,1340409600,Gold Plated Cereal
1085,B0030N5K1I,A19U4T4I7UZGNM,3 dogs,3,3,1,1330992000,awful
1086,B0030N5K1I,A2058UP7ATXFOF,Patrick T. Long,3,3,2,1297209600,No reaction....
1087,B0030N5K1I,A2058UP7ATXFOF,Patrick T. Long,3,3,3,1297209600,Not for my dogs...
1088,B0030N5K1I,A19U4T4I7UZGNM,3 dogs,1,1,1,1330992000,awful
1089,B004FD13RW,A1BPLP0BKERV,Paul,0,0,5,1351209600,It is awesome.
1090,B004FD13RW,A26859014YM6JS,Sonia Ewbank,0,0,5,1327017600,"Award winning, awesome flavour!"
1091,B004FD13RW,A3Q1DEMHY49CN3,Shell Feda,0,0,3,1326931200,It's decent
1092,B0025ULYKI,A3B8CF4V636M8U,H. Le,5,5,5,1270684800,"Good taste, just enough heat"
1093,B0025ULYKI,A2MZ43MMIBFL7M,John,5,5,4,1260921600,"Great Taste, Okay Crunch"
1094,B0025ULYKI,A92JIDJABMJKY,R. Thompson,7,8,5,1270166400,Unbelievable deal on a hard to find pruduct!
1095,B0025ULYKI,A29BWC41573AF8,"S. Little ""RuffRuff""",1,1,5,1267488000,No more stale chips. Cheap!
1096,B0025ULYKI,ACYR6O588USK,"'  Groovin' guy ""music historian""",1,1,5,1259020800,Zesty and Spiced
1097,B0025ULYKI,A2GEZJHBV92EVR,History buff,0,0,5,1347148800,Sooo Good!!
1098,B0025ULYKI,A1IQB5BF5VKT0H,Woofie53,0,0,5,1336089600,These are soooo good!!
1099,B0025ULYKI,AJOVLH67GULJD,"drhughes ""drhughes""",0,0,3,1335830400,OPEN BAG OF CHIPS!!!
1100,B0025ULYKI,A3TD1O4EC26NT2,swootchie,0,0,5,1326499200,college student gourmet
1101,B0025ULYKI,A2CS4B58345BRL,Pfred,0,0,1,1324857600,Uncle rays without much taste
1102,B0025ULYKI,A291HTT117RVS9,"MadisonVeggie ""Lynette in Wisconsin""",0,0,1,1324598400,These sure don't taste like ketchup to me!
1103,B0025ULYKI,A1MMJ2O6PM8OG7,Mickey,0,0,5,1317772800,Great Chips!!
1104,B0025ULYKI,AW7VIZUKC8ZY3,chari,0,0,2,1317168000,Where's the vinegar?
1105,B0025ULYKI,A2K05W5ZQQH7VI,"Jackie D. Depalm ""jackie d""",0,0,5,1315440000,Uncle Ray's Kosher Dill Potato chips
1106,B0025ULYKI,AM9KC2IIN15JV,charlene crowley,0,0,5,1304380800,uncle rays barbeque chips
1107,B0025ULYKI,A280OZI067MIQN,C. Matas,0,0,4,1300924800,Not quite Old Dutch but much better than Herr's
1108,B0025ULYKI,A1MM0WYBRDZT5O,SimpleSins,0,0,5,1296259200,Tasty Chips
