Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
49839,B000SATILO,A2DR24HJVC9DHC,Susan Glachman,0,0,5,1328227200,Excellent quality,"I had no idea exactly how much a pound of flowers would be. Great quality and very plentiful. Arrived in an airtight bag, so I'm sure it will stay fresh for months. I use it with mint to make wanjo."
19756,B0030VBRIU,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",3,3,5,1270425600,Organic and Tasty!,"I have 12 month olds and no time to write a great review, but they like all the flavors, the textures are great, and the pouches open easily. They don't reseal, but that's fine because there are never leftovers."
17783,B000EVMNO6,A1P0WO6P8X0PK,"E. Naig ""His child""",1,1,5,1265760000,Gummy Frog 5 lb bag,"I buy these for my husband every year for Valentine's day... you would think that they could last for a long time, but usually by the end of March he's finished the entire bag!!! I'm not big on gummies, but I have to admit they are delicious! :)"
26481,B00199CEDC,A3N3JAK99HUX2D,E. Hetherington,0,0,5,1272326400,my all-time favorite coffee,"Pure Guatemala is my favorite of all LB coffees.  Since trying Larry's Beans fair trade organic coffee beans, only a very desperate moment could get me back into a Starbucks.  Larry's Beans are fresh--after drinking grocery store and sometimes coffee shop coffees I get sneezing fits I'm attributing to mold allergies, I've never sneezed after a cup of any LB coffees.  These coffees are very tasty and never bitter--I drink LB coffees black, but have to add heavy cream to most other coffee brands."
39860,B0001BVD8G,A7CGBUAFAHDTQ,"Juliehanna ""Serious Reader""",1,1,5,1308268800,The World's Best Soda!,"We discovered Boylan sodas on a road trip and were so impressed with the refreshing, lightly fizzy experience we hadn't had since the early 60's we made a point of stopping by the same gas station/convenience store on the way back home for ""seconds""! Don't let the price keep you from checking out what Boylan's has to offer.  This ginger ale is fabulous, and everyone fights over who gets the last Cream Soda, too!  Maybe now I can stop having to run out to buy a 12-pack of Coke!"
15771,B007TJGZ5E,A2GSBHPPSV3NSE,"R. Wuerch ""mr.scamper""",0,0,5,1305676800,GM Nantucket & Dietrich Columbia - my absolute all-time favorites!,"Green Mountain Coffee, Nantucket Blend &<br />Dietrich Coffe, Columbia<br /><br />These are incredibly excellent full-flavor coffees.  I love them both!  I usually do Columbia in the morning, and then a couple cups of Nantucket.  They are different flavor and texture, but love them both.  (I only gave them 5 stars because that's all there are!  Would do 10, if I could.)"
20065,B000B8FZOW,A30GK8MEM29S1O,Earl,0,0,5,1326672000,Great Deal,"This is the favorite treat of my dogs, I had been buying them one at a time at Planet Dog, buying this 25  pack saves me more than half what I was paying, and seems to be a better product than those I bought at Planet Dog.  I'm very happy with this purchase."
26784,B003POMUFQ,APWY40UUT1SY,soweto,6,6,5,1285027200,"Fantastic, slightly decadent snack","These chocolate-covered goji berries are fantastic! I really had no idea what to expect, but as chocolate-covered snacks go, these are better than nuts, espresso beans, and any other dried berry I've tried. Highly recommended!"
29491,B000PDY3P0,A3KSKFUJXFV9V8,Mandy Lorenz,0,0,5,1286755200,Makes Great Popcorn,Very easy instructions and makes your popcorn taste the closest to 'movie popcorn'.  It came in a very timely mannor and I will be buying this product from now on!
49246,B0000E2EOU,A3QKTQOUER3FLK,M. Larkin,0,0,5,1222905600,quality chocolate in holiday wrappers,"Madelaine chocolates are good quality.  They have a wonderful taste, and texture and won't give you the bellyache that some other ""holiday"" or ""special occasion"" chocolates do.  Whether you are buying an Easter bunny or any of the specially wrapped chocolates, they'll be fresh and well made with good ingredients.  I'm buying these because I couldn't find any individually wrapped quality Halloween chocolate and I figure this orange and black wrapper is close enough.  I'm so glad I found something acceptable made by a dependable and even somewhat fancy brand!"
17725,B000LKTSZ2,A360OAQUH18QAJ,Lisa MV,7,7,5,1220745600,Lovely Treat - Not Too Sweet!,"These cookies are our favorite summer treat - we keep them in the freezer so they get a cool soft crunch. They are sweet in that european way, so your teeth don't hurt when you eat them! I am a health conscious sugar addict (a tough combo!) and these fit the bill just right when I cannot bake my own desserts. We love the fresh lemony flavor after a meal, or as a mid-afternoon snack.<br /><br />If you like very sugary sweets, you probably won't like these. However,  if you want to wean yourself (or your kids!) off of a lot of white sugar intake, you might want to give these a try! A pack of 12 goes faster than you think..."
30942,B007M83302,A5FBD6P261CZL,M. Richards,0,0,5,1312243200,These are amazing!,"I've tried all the flavors but the Original is by far my favorite.  Ordered these through the Popchips website and it routed me to Amazon.  So delicious and at 100 calories for the snack size bags...I can finally eat chips without the guilt!  No shipping costs so runs right around a dollar a bag.  LOVE THESE!!!<br /><br />***UPDATE***<br />Ok, I freaking love these, have I mentioned that? I had to subscribe to make sure I always have them around to snack on.  Totally addicted, thanks Popchips! :)"
43060,B002LFBA8S,A29XB666BAYAX9,Mimi1096,2,2,5,1325548800,Best Popcorn Ever!!,"If you have not tried this popcorn, you are missing out on a wonderful healthy snack. Little or no husks and taste great. This producer does things right with the packaging and shipping. I will order again from the. Thank you!!"
39967,B001TZJ3OE,A1E4RN0HXILWL0,"Richard C. Robinson ""rickradio""",0,0,5,1299801600,Mae Ploy Sauce is GREAT STUFF!,"I first tasted this sauce when I was visiting in Alaska.  It was served with fish tacos, and was the perfect combination of sweet and spicy.  I couldn't find it locally, so I ordered it from Amazon.  It's available for a reasonable price, and is wonderful with fish, pork and chicken.  I haven't tried it on beef, but not sure if it would be good or not.  It's also terrific on vegetables.  I highly recommend this product!"
36520,B004CLCEDE,AHV1Q9BMLPF5E,G. Lemus,0,0,5,1330387200,Pretty GOOD,there really isnt a 'taste' to this but it does hold up whatever flavor you add. Its a great filler food to keep you fuller while on a low cal or low carb diet I eat this often but I always pair it with my veggies etc. I could live without it but I choose not to :)
27277,B001SAXPH6,A2JAEZ8JO0WKY3,Mary Jo Smokoski,0,0,5,1301961600,Unique Flavor,"I have to say that my case of chips arrived in perfect condition. I was a little concerned when I went to order them, but was pleasantly surprised on the care given. There was an outside box and the chips were in a separate chip case inside.  Then the entire thing was placed in a clear plastic bag.  The chips themselves are the best that I have ever had.  The sweet onion taste is great!!!! Only problem is that you can't find these particular chips anywhere in New York.  The other random flavors are there, but the Sweet Onion have mysteriously disappeared. Too bad.  I will have to keep ordering them via mail."
21376,B002QWP89S,A1E18EMC2ZR4NQ,Maeve Stormchild,0,0,5,1302220800,Greenies are treats!,"My dog loves these!  He has learned the word 'greenie'! It's good for him but he treats it like a favored treat.  I only use one a day, but he has accepted that and loves them.  They are good for his teeth - he has better teeth than I do!"
39708,B005GIF5VU,A1KR1ACVGLLWD7,An admirer of Arthur Guinness,2,2,5,1273622400,Beware : cats become addicts to this ...,"Just like the Whisker Lickins brand , cats seem to have a special preference for these treats ! I've tried different flavors and haven't found one yet that they don't like . All 3 cats agree with the review ."
3205,B005K4Q1VI,A1BJHZE41QWBX6,"Sharon Pipke ""Sharon""",0,0,5,1349568000,"Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count","I received the K-cups on time and in execellant condition. I usually drink coffee, but at night the Hot cocoa is good with a snack, just before bed."
4852,B00139TT72,A1BXC01T74MTEK,91side,0,0,5,1350777600,Love it,My three little dogs love this food and I love it too sense it is organic and has no animal by products.
27307,B000GBTLOE,A1IFBFQ3IMHFSD,N. Black,0,0,5,1346976000,Greatest thing my puppy has ever tasted,"My 12½ week old German Shepherd puppy absolutely loves these. They are hands down the treat he gets the most excited about. I've got him on an all lamb diet, and these have been great as a training motivator."
21885,B000KV61FC,A39B6RD3DTUP3Y,Kristin Anderson,1,1,5,1233705600,This is a wonderful dog toy!,My golden retriever absolutely loves his tug a jug! It gives him a fun challenge while trying to get his food out of there and it keeps him occupied for a while. It is a great design! I want to get another one for him.
40996,B001T5GHUM,ABSHNC7NCYWLQ,KRC,2,2,5,1328745600,Value,Price vs quality makes this sudo matcha a good value. I can only tell the difference between this and expensive matcha when I compare them in very strong cups of tea.
47627,B0016H8ZE4,A3CAIZ5D023DAO,Melody Cox,0,0,5,1268438400,My dogs love these!,My three dogs love these. I usually give each of them one when our puppy displays the need to chew. He is teething and these have been great!! It also occupies the three of them for a long while as well as calming them down. They love all of the flavors!
19304,B0040PX5HQ,A19ML1O08IVMMO,nikki,2,2,5,1322611200,reednikki71@yahoo.com,I live in Alaska and everything is exspensive here. This saved me alot money and I received them on time I will be ordering them again
6212,B0062I862I,A3J4RA45R38J9R,"R Clarke ""Rob""",3,3,5,1334620800,Flavorful brew with aromatic notes.,"Anyone who knows Yaucono will like the ""new"" packaging of mylar-laminated plastic.  I wonder how long they packaged in layers of paper?<br /><br />If you have not had this very rich Puerto Rican coffee, you must sample it and then buy in bulk.  Juan Valdez might have a good bean, but the Puerto Ricans do it better."
16238,B007TJGZ54,AESP85A047YKK,Marilyn A. Livecchi,0,0,5,1340582400,Great Offer,I must say that this was a great offer.  I use my Keurig Brewer everyday and this was my favorite coffee.  I shop everyday on Amazon because of all the good deals and more important I trust Amazon that what they are selling is just as they described it.  I have bought coffee from many places but this was the best price.  Keep up the good work Amazon.  Thanks!
16149,B005EL6VOY,A3R6ZSG7J0W2I4,S. Dolan,1,1,5,1336953600,Delicious!,"I buy my Coach's Oats at Costco when they have it.  I love it...it cooks quick and fills you up.  The best part is that it's really healthy and is a whole grain.  The bag will last you a long time and it stays fresh.  If you haven't tried this product, I highly recommend you do!"
13328,B001BSBFUO,A1FWYMLD8U9SDE,Perpetual Student,6,6,5,1309305600,Can split in half to be more economical,"I've been using Pill Pockets for the last year or so. My dog has never spat one back out, and I find them much easier to use than e.g., peanut butter or bread.<br />In the past, I've used the tablet size pill pockets, but decided to try the capsule version. For roughly the same price, the capsule version is far more economical. The pill pockets are huge! You can easily split them in half to make the bag last longer. I will never go back to the tablet version again."
3681,B000G33MVK,A3GT2TSW3PJCSJ,"Michael Stowell ""Big Mike""",0,0,5,1289001600,Great Product!,Woeber's Hot & Spicy Mustard is oh so good!  I'll buy another case when this gone.  Makes a great gift as well!
28308,B000RFS57I,A1IKMU3PWG03CF,Liinda  Jongebloed,0,0,5,1301184000,ZIPLOCK NEEDED,"Good flavor,texture,taste & price,my nephew enjoys them,when sharing  he uses this 72 pcs selection,The 84 pack is single wrapped."
39968,B001TZJ3OE,A31LEVBRCI0BQX,gamerette86,0,0,5,1297987200,oh my!,"Sooo good, I followed some advice and thought outside of the conventional box. Sliced up some cabbage and onion and sprinkled some Mae Ploy chili sauce on it with some Lime juice too, made a nice salad with a kick! also very good with cilantro and daikon."
41828,B0090X8JUG,A36X9BZEEPLLAW,gottahaveit,0,0,5,1297209600,Delicious,"Since I spotted this coffee on the shelf, it has been love at first sip.  It is a smooth, full-bodied, bold cup of coffee with just the right amount of caramel overtones...not sicky-sweet caramel, but just a delightful cup of coffee with a wonderful aroma and just the right touch of caramel for the mature coffee drinker.  I prefer it black, but for a wonderful relaxing drink for dessert, I sometimes add a bit of sweetener and half and half....HEAVEN!  I have also tried the cinnamon and vanilla, but the caramel is my favorite."
48543,B006H34CUS,A1MHH3QLKD3CHA,Jamieo,0,0,5,1343260800,SO GOOD!,"I received a sample bar in my Influenster VoxBox. Soooo delicious! I absolutely love these! No weird artificial banana flavor taste, just banana nut bread goodness. Makes a perfect breakfast on the go! Can't wait to buy a box so I can try these warmed up!"
15991,B001EQ4CJO,A1KMJC192VYCPA,"Sundae Girl ""music, movie and book lover""",0,1,5,1320969600,Love these nuts!!,"Yum!! These dry roasted walnuts are a really tasty treat which I originally found in stores then couldn't find. I have had them shipped to me several times and never had any bad ones. If you haven't had them before they have the similar seasonings to what is on dry roasted peanuts. Why anyone would buy them without reading the ingredients then complain about them is wacky, but if you don't like what is on doritos and snacks like that then you may not like these. These are one of my favorite snacks because I love the lightly crunchy, salty taste and walnuts are good for us!!"
22389,B001HTJ49G,A1GFG97MW6OLUN,K. Hornberger,0,0,5,1349049600,AWESOME!,"I have a severe wheat allergy, so it was great to find a delicious pretzel I could eat!  Newman's Own has done a great job with these!  I buy them a case at a time and recommend them to everyone!  In fact, I use Spelt flour for everything!  Well worth the money!!"
125,B003SE19UK,ASOEVZ99YWPVL,PurpleGreen,0,0,5,1349049600,Healthy & They LOVE It!,"My holistic vet recommended this, along with a few other brands. We tried them all, but my cats prefer this (especially the sardine version). The best part is their coats are so soft and clean and their eyes are so clear. AND (and I don't want to be rude, so I'll say this as delicately as I can) their waste is far less odorous than cats who eat the McDonalds junk found in most stores, which is a definite plus for me! The health benefits are so obvious - I highly recommend Holistic Select!"
49480,B003LECIDE,A3DK865K6SH8JU,Kathy,0,0,5,1316476800,Good stuff,I really like this stuff. It's good and sweet without the after taste and it lasts a really long time. This is my second order of it. It is a staple item at my house.
20333,B001BDDTB2,A3W1130KUXGUDQ,"L Smith ""acozylover""",0,0,5,1227744000,My Cat Loved This!,"My cat gobbled this food right up!  Each small serving can is perfect to feed one cat without the worry of overfeeding.  My cat is elderly and very picky about her food.  She the entire can of food in both flavors.  I liked the fact that the food doesn't smell too bad like many cat foods do, and that there was no waste.  Enjoy!"
7731,B001E5DZTS,A1TALV8QXGAVB9,MomDM,0,0,5,1343347200,Supplement infant feeding,"Now that my LO is exclusively formula fed, I use it once a day to supplement his feeds. He took to it after the first two feeds and now likes it very much. The only problem i had was with the powder- it doesn't blend well or instantly, but great product none the less"
33231,B000SATIZA,A1PB2DGQV4PEGX,Maxwell,0,0,5,1328227200,Simply Superb,Would  buy this again and again were I to run out<br />1 lb is a lot of Hibiscus but this is great quality<br />Perfect for making herbal tea blends<br />Works great for adding some zest to cocktails as well<br />Hibiscus infusions go well in so many things
11968,B001P1V2UK,A2YD1TWH2HXEHM,Teri Ann Garcia,0,3,5,1273104000,GONE NUTS,"I GET THESE NUTS FOR MY CHURCH SISTER WHO DOES NOT HAVE  A COMPUTER. SHE ACTUALLY EATS THEM EVERY DAY, WHICH IS INCLUDED IN HER DIET."
26895,B000E671W0,A14S6JL8EPOM8R,M. BROWN,0,0,5,1206489600,Peppermint Tea is the Best,"This is the Best Peppermint tea, a must buy at a reasonable price. Fast delivery."
18380,B000CMF1A0,A3SXKZ1Y3SGW3Q,"Yelena V. Katrayeva ""Yelena""",1,1,5,1163030400,very minty mint :),"i actually like it, it has very strong flavor of mint.<br /><br />you just can't drink it too often :) but it happens with every product with strong flavor."
30563,B001EO5TMK,A1RC8LSA3PZ82D,Jan M. Chase,0,1,5,1238544000,Really Great granola!! Wonderful! Exceptionally Good!,"I tried the French Vanilla Granola made my Golden Temple, from a bulk store and ""fell in love"" with it.  It was so good that the store supply was out quite frequently... apparently  I wasn't the only one who thinks this Granola has exceptional taste.  I was thrilled to find this product on Amazon.  I purchased this 6 box Pack a couple of weeks ago and 4+ boxes have been throughly enjoyed thus far.  If you like Granola and French Vanilla is a flavor you enjoy... you have to try this Granola!"
34230,B001P3NU30,A2SBK9E4ZA3U0R,lablover2,0,0,5,1289347200,Great choice,Great item for helping with cleaning of your dog's teeth.  Dogs love them and think of them as a treat!  They beg for more.........
16495,B000E8Y5CM,A23IWYZSUZM6P7,halniaz,0,0,5,1338854400,Wonderful tea,Great aroma and fine taste. I am so happy with Amazon's subscribe and save price on this. This is our household's favorite. I wish I could find this in loose tea format.
42492,B001WAL1OQ,A347791R1NL4U6,"DN ""dineshnco""",3,3,5,1268524800,Bright White Light,Bight full spectrum light. Size is appropriate (not too wide or long) to fit in the desk lamps. Packaging is made from recycled paper- no plastics used.
19074,B00375LB6W,AOQSK3TOBM66C,Collin,0,0,5,1320537600,Its a light purple,"Great size bag for the price! I am making a funfetti cake with just purple. These sprnkles/jimmies are exactly what I wanted. Although, the color could be darker."
9778,B000KFXEYE,A2ZOO1T50UXRP8,"Mother of 2 ""momknowsbest""",0,0,5,1337644800,Yuh-uh-um,"I love this stuff!  This is my favorite of the flavors I have tried.  I do feel like I have to add quite a bit of chocolate powder to get it to the flavor that I like, but that is okay.  I'd take this over any of the other stuff any day.  Swiss Miss is for the kids and this stuff is for me.  My husband loved the milk chocolate...until he tried the amaretto.  I just stick with this because I haven't found that I like the others as much.  Even though I don't like the others as much, all of the Stephen's cocoa that I have tried is the richest out there.  It doesn't taste like I mixed it with water at all."
48993,B000EHP62Q,A1ZZ4D647JBP8F,Amber Jenne,0,0,5,1326240000,It really is the best!,Can not find Kashi Oatmeal in any of my grocery stores so I had to purchase online!  Received promptly and in good condition.
45077,B0029NTQ1K,A3U0J3AIZPZ81Y,doorcountydi,0,0,5,1329177600,My cats love it,"My 5 cats would kill me for Temptations if they had to.  They LOVE these treats. Every time I go into the kitchen, I'm doomed to have at least 3 of them follow me and meow me into submission so that I give them this variety and all other varieties of Temptations.  'Nuff said."
27899,B001SAXX0K,A2ABJYC17LIYR0,6kats,0,0,5,1335052800,"Heartland Pie Shell Original Graham,6 oz (Pack of 12)",This  crust taste so much better than the usual store bought graham cracker type. Not so sweet with a real nutty taste.  It really adds to your filling rather than just laying there. It does crumble a bit but baking before you fill it does help.<br />will purchase again.
44548,B000YF4PZW,AWM9DF2UPCLKZ,"BecsFL ""BecsFL""",0,0,5,1348963200,YUMMMMMMY,"Absolustely wonderful, tasty and scrumptuous. I purchased two boxes of these and one is in the freezer for that special treat. These are so good, you don't want to share them. Hide them and treat yourself to a treat once in a while LOL. Cannot go wrong with Walkers. Pastry is to die for too."
26542,B000YSS7EO,A24B4CP03WMU8Q,Ravenwings,0,0,5,1325894400,Love the mix of grains,"I mostly use Earth's best organic cereal for my boys (it's more economical than HappyBellies), but I throw this multigrain into the mix because it makes for a nice change. The oats, quinoa and amaranth are a nice mix."
39679,B005GIF5VU,AD7SZAO857FBT,Brenda,0,0,5,1301702400,Like An Addiction,"I have 2 cats and they are basically addicted to this stuff.  The minute I so much as pick up the bag they come running from whereever they are.  Even if you just say ""yellow bag"" the little ears perk up and they are ready to pounce.  Don't have any idea what makes them so irresistable but they obviously are.  I know other people who have had the same experience with their cats.  Too bad chocolate doesn't have 2 calories per piece like this does."
1889,B001RVFDOO,A1OYZZ2727LASG,loober100,0,0,5,1335830400,Popchips Does It for Me,"I was looking for a quality, low points (Weight Watchers (WW)), crunchy, salty snack.  I cannot stay on a diet if I feel deprived. WW's website had a coupon for these pricey chips.  Never had a ""popped"" chip before, so I gave it a whirl.<br /><br />Wow, the best crunch and flavor of all reduced-calorie chips I have ever tried.  Better than other brands' popped chips I have tried since.  I need portion control help and these little bags for 3 points do it for me.  The variety pack helps to break up any monotony.  My favorite flavor is the BBQ.  I am not a vinegar kinda guy.  The Salt and Vinegar flavor tastes like feet to me.  Love the rest of the flavors.  I love salt, so the saltiness is just right for me.  Thank goodness my blood pressure is not an issue.  I need these snackies.<br /><br />Lost 30 pounds so far in 3 months eating these.  Will probably buy them by the case in the Amazon auto order system to save on shipping.  I guess I plan on being a life-long fan. ...until something better comes along."
26504,B0068ZWG6W,A2P9MXO32YIN7L,"Hutch ""BR""",0,0,5,1332720000,Great Hazelnut Coffee,"have consumed the first 11 ounce bag of coffee and it was really good stuff.  overall, great value coupled with great taste."
37067,B000BYPF7S,A1SWLT8MZ6CX4T,ami rose,0,0,5,1328313600,love it!,"We use them for our dogs' mouthing and teething.  It works.  They love it and thus do not touch furnitures and others they are not supposed to.  Also we put some meat or peanut butter into the bone when they are bored.  They love it, too!"
49453,B003LECIDE,ABL3PCYAQ1Y4C,C. Lindsey,1,1,5,1303948800,"No carbs, loving my Ketostix!","I can tell such a difference in the performance of a low carb diet when using this product instead of powdered packet sweeteners!  Using Ketostix, I get a much faster, darker purple result, and return to purple quicker after deviating from low carb, when I used these drops instead of blue or pink packets.  I love my coffee and tea to be sweeeet, and several packets of sweeteners add several carbs per cup/glass.  Also, I keep a bottle in my makeup bag, and always have good sweetener with me when all the restaurants have is the pink stuff.  I like to mix sweeteners, and wish this type was available with aspartame, but I haven't been able to find it here.  Of course, saccharin drops have been around for decades, and are readily available in stores.  This is a great product, and I'm glad to have found it.  I use it in my coffee, tea, and almond milk."
44270,B006N3I7S0,A2ZQ59H3VX0TDI,Doe,0,0,5,1350777600,best coffee,"If you enjoy dark roast, full flavor coffee, this is the best I have found.  And, my husband agrees.  We have tried numerous brands and find Tully's to have that ""something extra""."
10465,B007S0JHM2,A1DAD99DWXJHUN,CJ  PM,1,1,5,1344297600,I believe this is the one i baught.,"it is WONDERFUL, never had a flower yet, i just LOVE the leaves! May 2012 i accidentally dropped it... broke 2 of its good leaves as it hit the floor! BUT it grew right back, this is what makes me so happy, i was so scared it would die on me! But no, this beauty came up with 2 more leaves. LOL!!!!! Love it, just awesome plant, you need fertilizer and good soil for these kinds of plants, it all depends on what you have as a soil/starting stuff..."
31105,B007M83302,A14YWJUJEYIGLR,R. Rivera,0,0,5,1251504000,Delicious Low-Fat Potato Chip,"My husband loves pop chips, as a low-fat alternative to other potato chips.  They don't sell them at our regular grocery store, so we bought them on-line through Amazon.  The pop chips came on-time, packaged well, and it's cheaper to buy them in bulk like this!"
25970,B000Y8Y8HY,A85AJSP9AE89A,knights,0,0,5,1299456000,beyond addictive,"It's a surprise the first time, but everything the name promises.  Plus delicious and though you might suspect you couldn't live without eating an entire box for dinner, actually one is usually plenty to satisfy for at least a half a day.  Like I said.............. absolutely beyond!"
10881,B0034KP00S,A3QCNV2EMVXLKC,"lifeisgood9 ""lifeisgood9""",0,0,5,1228176000,Love these,"Love these - very flavorful and wholesome.  I'm hooked!  Unlike the heavily oiled/salted/roasted almonds found in most grocery stores, these actually taste like real food."
44680,B001EQ55RW,AIAS4YFLHJWW6,Lauryn Angel-cann,0,0,5,1211414400,Sooooo yummy!,"I wasn't entirely sure what I would be getting when I ordered these, but I'm glad I did. There's just the right balance of salty and sweet -- the chocolate flavoring is perfect.  Plus, the container is great for stowing in a desk drawer or even in the car for an on-the-go treat."
37342,B003CK2BQG,A1OVNI8STTAIQM,T. Martin,1,1,5,1330214400,Great Taste,"I've tried so many different Jasmine teas and this one is my favorite. There are some I just do not like. This brand has a wonderful flavor. I have been drinking this for about 5 years now, it is a good deal if you buy this from Amazon on auto ship. You can't beat the price."
7483,B000143ZK2,A2H7D4AHH0RZAB,Michael J. Porro,1,1,5,1222819200,They are Better Than Food,"If anything can actually be better than food, this snack certainly fits the bill.  You gotta try them.  They're tasty, crunchy and just plan corney.  Like the ""bottom of the pot"" kernels we used to fight over as kids, these kernels fit the bill.  However, we no longer have to fight over them cause the bag is full of them!  Great job in creating these things.  Now excuse me as I nibble on some more."
40899,B004U7QY9K,A3IAFW4FCX2HR9,JOANNE FISHER,0,0,5,1338249600,Tazo Tea,"The tea is delicious...has a natural sweetness to it and has no caffeine. It is a bit pricey, but cheaper than buying it at Starbucks drive up."
1118,B002N2XXUC,A2O8HS10MV08RN,Lisa D. King,0,0,5,1310601600,Love these colors,"I love the metallic and sheen colors.  In a photo, the items airbrushed with the silver and gold look real.  The sheen really kicks the color up a notch."
21064,B002QWP89S,A2HCZXMS36YH3J,B. Majdanik,0,0,5,1347494400,Instead of brushing~,Always had trouble trying to brush my dog's teeth; thought I would try the Greenies Petite (16 lb cockapoo). They are plenty big enough. She has one everyday loves them and her teeth are looking very healthy; no tartar build up. Definitely recommend them.
18794,B001PO7FIU,AXI1HB8824X9L,Kat Clark,7,7,5,1300665600,The Best Cooking Oil -- EVER!,"I still can't believe this isn't sold at my local supermarket. We use this oil on virtually everything! Baked chicken tenders taste like fried with a little spritz of this stuff. It gives everything we put it on a buttery taste that so isn't butter. I have bought 4 units, and can expect to purchase more for not only our own use, but for gifts to our healthy friends. Thank you, Amazon, for supporting this product!"
20696,B0001IVR8A,A2CIDNMSB4DTLJ,Allyson,19,21,5,1104019200,Beyond Delicious!,"I received the packets of Frozen Hot Chocolate for Christmas and just tonight whipped up my first batch. Very quick and easy to do, just need a blender, ice and milk. It is amazing! A rich wonderful chocolate flavor! I told my husband I am going to need a constant supply of this stuff, I am addicted already! Definately a treat worth buying!"
31284,B000SARZ64,A3W4JLK4WQRKFY,"E. Danko ""Ordinary Wife and Mother""",0,0,5,1272844800,Yummy Pancakes,"What's create about this pancake mix, besides the pancakes tasting great, is how easy it is to use.  The only thing you add is water, which makes it perfect for kids to make or to cart off on a backpacking trip.  The consistency of the cooked pancakes is just like the gluten filled type so it can be enjoyed by families with both the gluten sensitive and glutenous members."
24047,B0013NUGDE,A1I4DHEVGUDWH1,"M. A. Wind ""Old Edge""",0,0,5,1269561600,Fabulous Pop Chips,This manufacturer is wonderful and follows up with their clients.  It is really appreciated.  They have a great variety to choose from.  I would recommend this company to everyone.
39656,B005GIF5VU,A2N4DUHU7UCP1N,"Donna Musick ""frenchie""",0,0,5,1318377600,Jet loves his treats!,My cat loves these treats and getting them at a savings sent right to my door is an added bonus! Thank you!
25296,B001P28DHY,A2FSFGWKF13QVY,Kay T.,1,1,5,1324339200,Enjoyed this coffee.,"I wanted ground decaf (Swiss Water Method) which I couldn't find locally except at very expensive prices. I mix it with regular coffee and have ""half-caff."" I think it works fine for me and the price is right."
7329,B00351JX8G,A1GBP3SJLRQUKX,amyjon,1,1,5,1287360000,amyjon,Love this flavor!  I make mine with vanilla soy milk and 1% milk.  Very nice!  Almost like a dessert!
14815,B0062JVULQ,A9AN8RC0M26K,"David Stottlemyer ""Avoman""",0,0,5,1350259200,Great taste and Gluten Free,"It is hard enough to find gluten free items for regular meals... but even harder when planning a backpack trip.  This item is light-weight and makes a great, gluten-free corn chowder.  Recommended."
5770,B003TIVBSU,A3HTPV2OQ826BM,gooberpea,0,0,5,1326758400,Great deal for a good product,"The first thing you notice when you open up your package is the intensely delicious smell of vanilla.  The package is vacuum sealed, but the smell still leaks out.  These beans are a great deal!  I think I got about 28-32 pods in my bag and was able to make good use of them.  They (as previously mentioned) have a wonderful smell and great flavor.  It is really hard to find a better deal out there."
46604,B002GJ9JWS,A328X3XDGFFYIQ,Bryan K. Porter,1,1,5,1345334400,Totally awesome tasting super low calorie peanut butter.,"Being that I am on a diet, ( As of Aug 19,2010 I have lost 94 pounds) I am always looking for good protein and low calories, fat, salt and sugar.  I learned about PB2 on a web page where I can log my calories, and exercise. I ordered my first pack direct from the factory, but then found it here on Amazon and get it faster than from the factory. PB2 is only 45 calories for the same 200 calories found in most peanut butter, and it is the same 2 tbsp serving. This is great just as a snack if you love peanut butter like I do. It comes in a powder, and you simply mix 2 Table spoons of powder with one Table spoon of water, stir until thick and enjoy how ever you want. Worth the money!"
26893,B000E671W0,AHV9XJHC0DRTC,GC,0,0,5,1280793600,Highly recommended!,"It's a wonderful product-great peppermint taste and very fresh. My son was amazed when he smelled it brewing this afternoon! ""It must really be fresh because it smells a lot more 'pepperminty' than what you buy in the stores, Mom.""  He's right - it does! It's also great cold as iced tea - my grandchildren love it. A friend & myself enjoy getting together for hot tea and quiet conversation - this tea is one of our favorites.<br />I have purchased this tea thru Amazon's ""subscribe & save.""  I save on the cost of the tea by purchasing it this way; t arrives right on schedule; and with the subscription option, it's delivered right to my front door. I love the convenience of being able to change the amount when I want more boxes or changing the delivery date when I'm going to be away and won't need it that month.  I highly recommend this product!"
5223,B0009OMU00,A1UZFSWV4ICV47,Timothy,0,0,5,1341273600,"Great snack, however,","I agree with all who have said that this is a great snack, but I just wanted to say that I piad $36.95 for a 4 pack of 30 oz containers from the actual UTZ site."
25539,B000EH2QPQ,A3F0YZJR2DRWN8,"AMZ addict - TG ""tag16""",0,0,5,1298160000,4.5 stars for this great food,I bought this food after searching through many websites to find the right nutrition for our 3 dogs.  We decided to give it a try and our Collie/Lab was hesitant b/c of all the junk her previous owners had fed her.  The Yorkies and even the cat immediately jumped in to chow down.  Our Collie/Lab has now decided this food is great and we even purchased the dry food to go along with it.  I was very happy to see this food rated 4.5 out of 5 stars in a food guide at our local boutique pet store.<br /><br />This will be our primary dog food for a long time.
